¹,latitude,longitude,altitude,MAC,Signal
119,32.17048909890093,34.8112095116169,33.32638799134844,58:b6:33:34:81:a8,-88.5
120,32.17230828,34.81204165,48.0,50:c7:bf:36:df:98,-89.0
121,32.172144133893504,34.813007767326035,35.25828142190097,10:0d:7f:80:17:80,-88.0
122,32.170602123862665,34.813596573828534,35.56167645992469,c4:12:f5:f4:82:42,-91.66666666666667
123,32.17074693,34.8126719,38.0,a4:2b:b0:d4:55:38,-88.0
124,32.171136841187824,34.81310102444971,39.06627713590878,a4:2b:b0:d4:55:36,-92.0
125,32.17026410624256,34.81249414920076,35.7260587224361,00:26:5a:69:94:e3,-85.5
126,32.17228106,34.81440381,51.0,10:5a:f7:0f:d5:32,-91.0
127,32.16990288130547,34.812290822946096,35.18755395607378,00:78:9e:fa:0e:db,-92.0
128,32.169267321373766,34.81068516804228,32.86412969283415,c8:d7:19:da:03:16,-66.0
129,32.172265215924426,34.81421445142988,22.818991521293682,14:ae:db:cc:ed:6d,-89.0
130,32.16988722,34.81091198,37.0,74:da:3a:97:66:9e,-87.0
131,32.17236392048461,34.813608582564235,40.37390229623365,a4:2b:b0:ad:2d:34,-87.5
132,32.1718612,34.81297848,39.0,e8:d1:1b:72:74:81,-91.0
133,32.16902986,34.81190459,33.0,14:cc:20:da:ab:9a,-77.0
134,32.17225793952015,34.81441454466233,40.08129430873258,48:ee:0c:3d:eb:b8,-85.0
135,32.171244415169,34.81281503750796,40.00694653799076,14:cc:20:76:c0:8e,-92.33333333333333
136,32.1696487,34.81343376,35.0,52:0d:7f:83:6c:ff,-90.0
137,32.17108199384816,34.81320480859252,36.004811449176884,a0:4f:d4:45:1f:a1,-82.33333333333333
138,32.170210435825304,34.81109193815903,37.126482555376896,00:24:2b:cf:13:21,-73.0
139,32.16916884,34.81065234,31.000000000000004,10:be:f5:40:26:82,-89.0
140,32.17109291186606,34.81311277221877,36.798930733338246,90:8d:78:54:22:a1,-82.66666666666667
141,32.171088936725155,34.81316109032561,32.698788221002545,90:8d:78:54:22:a2,-82.33333333333333
142,32.172046004149806,34.811980283780706,42.60040027627166,c4:12:f5:85:27:c2,-91.0
143,32.17226944,34.81201158,41.0,c4:12:f5:85:27:c1,-88.0
144,32.17042076152297,34.811177101038275,34.09463673243785,d8:5d:4c:d9:c4:68,-74.66666666666667
145,32.1710901280415,34.81334518613815,35.02406379183002,00:26:5a:24:f4:f0,-88.5
146,32.170499111058675,34.81357876017048,33.48002461031373,16:0c:c3:ee:27:39,-85.5
147,32.17022650720973,34.81242085933985,40.0,00:14:bf:42:7e:96,-85.5
148,32.16878253500298,34.81061687133246,27.49950646026102,cc:b2:55:e8:4c:e6,-91.0
149,32.169469121227074,34.8112173485247,31.368994745521142,20:0c:c8:0f:21:93,-91.33333333333333
150,32.16914550735815,34.8106429638622,33.32633776924205,f4:f2:6d:34:56:54,-78.0
151,32.17239563875332,34.81338022805831,31.256452848476727,6c:b0:ce:ac:32:9b,-80.66666666666667
152,32.17202633140383,34.81299826763363,36.00690909020006,00:12:2a:e1:6c:48,-89.0
153,32.16927107246911,34.81201044802282,27.21999505256496,16:ae:db:c1:ae:55,-79.0
154,32.17019245706264,34.813527839841825,29.307093300753618,00:21:04:e7:95:da,-82.0
155,32.17232792,34.81365654,42.0,6c:b0:ce:ac:32:9c,-89.0
156,32.168846097297546,34.811787470063976,28.29109853755457,ec:8c:a2:09:dd:4c,-70.0
157,32.16921657591955,34.8119993015223,30.246080183177583,00:30:4f:82:7b:30,-89.0
158,32.16967168472975,34.81218519148157,35.773926345716745,94:57:a5:4b:4f:41,-81.0
159,32.16995052309111,34.812333656070635,33.03608824779169,5a:ab:1b:62:0d:fd,-88.33333333333333
160,32.17134387611023,34.8116686534985,41.11423605499236,6c:2e:85:fe:da:b8,-75.0
161,32.168717720424105,34.81090539040821,34.02130352775014,0c:f4:d5:29:a2:9c,-89.66666666666667
162,32.16968089,34.81083325,37.0,30:b5:c2:e0:55:9c,-82.0
163,32.17094894909989,34.81367243117691,29.871227188060253,10:5a:f7:08:27:71,-90.0
164,32.17134020148104,34.81169555724996,29.789299583491168,c0:ac:54:f5:b7:f2,-87.0
165,32.17108293399263,34.81298255408475,33.225066651488184,c4:e9:84:83:1a:0a,-85.0
166,32.16872739,34.81060785,38.0,c0:4a:00:f7:00:c1,-89.0
167,32.1696487,34.81343376,35.0,90:8d:78:54:d9:69,-95.0
168,32.1700325741932,34.81237536202832,33.507916447013166,a0:ab:1b:62:0d:fc,-90.33333333333333
169,32.168894217248074,34.81086515430862,35.21775225309723,18:d6:c7:fb:1c:0e,-87.66666666666667
170,32.16898017,34.81188912,37.0,70:4c:a5:20:be:18,-94.0
171,32.170152918958316,34.81104168591177,33.96297648638392,30:d3:2d:37:20:f4,-82.66666666666667
172,32.1724962,34.81260015,47.0,30:b5:c2:6e:12:d4,-88.0
173,32.17010132675571,34.813514176763185,29.07004588283799,00:24:01:18:99:57,-67.0
174,32.168767029964066,34.810996282555024,24.281462522925626,ec:8c:a2:09:dd:48,-88.0
175,32.16988656182222,34.81232499172284,35.82031748972893,74:da:38:14:4b:88,-83.5
176,32.16986520199462,34.81091750988954,32.80783563286452,fc:15:b4:65:09:20,-85.0
177,32.168804792238255,34.81056729607254,27.612504685792523,06:c2:3e:e4:21:85,-89.0
178,32.169859798228515,34.81090683931405,29.20725555348093,74:da:38:97:66:9d,-77.5
179,32.16981779,34.81346387,35.0,62:ee:0c:3b:ac:5b,-75.0
180,32.16987167125199,34.81230085093053,34.20075967182825,00:21:63:4d:73:31,-89.0
181,32.17072078,34.81264811,34.0,c0:ac:54:f5:7d:bd,-89.0
182,32.16988722,34.81091198,37.0,d8:fb:5e:17:62:4d,-87.0
183,32.17217553070084,34.81201239183262,29.32418162501339,54:64:d9:66:29:ef,-85.0
184,32.17190893585861,34.811884623092766,40.27198158857548,54:b8:0a:34:68:90,-92.0
185,32.16957574,34.81265851,32.0,e0:ce:c3:23:12:30,-76.0
186,32.17053537,34.81259485,37.0,c4:04:15:64:e8:cc,-77.0
187,32.16940682738754,34.81074521185046,30.70296733440115,10:fe:ed:74:fc:46,-91.0
188,32.170756655818515,34.81134200550574,28.224541140145234,14:ae:db:32:d5:c2,-93.5
189,32.170617624970355,34.81359659071683,39.007482476308816,c0:ac:54:f8:6c:8a,-83.33333333333333
190,32.171290880406936,34.81226370160693,33.57526011560693,52:a8:1d:12:df:c4,-93.0
191,32.170053389171805,34.81099874038432,30.62659341727973,00:78:9e:fb:1e:09,-91.0
192,32.168881406149175,34.81057058716543,27.5643827071327,f8:d1:11:b1:92:93,-91.0
193,32.1724094,34.81316731,41.0,14:ae:db:ba:1e:85,-76.0
194,32.17125358527708,34.81164527934201,30.391263421940565,c4:12:f5:fb:c0:3e,-79.5
195,32.16917019230133,34.8106650271149,28.810367981340118,74:da:38:c3:0d:6b,-87.0
196,32.17160415616137,34.812929008119795,27.72599874734794,00:12:2a:e1:6c:4c,-89.33333333333333
197,32.17103853,34.81359455,43.0,a8:c8:3a:35:b6:d4,-92.0
198,32.16997114015085,34.81231286652699,33.366893925615074,d4:7b:b0:79:65:fc,-90.5
199,32.170238477613566,34.81246828942566,37.16116752288715,d8:fb:5e:17:62:f5,-86.0
200,32.17106811300088,34.81331975378659,33.91672107658706,d8:5d:4c:d1:4d:b0,-71.5
201,32.17244369050431,34.81206365704524,42.92341219500959,88:dc:96:3b:f5:e0,-87.0
202,32.16879785,34.81168165,32.0,90:8d:78:b6:28:f6,-62.0
203,32.17226394092169,34.81206707740242,42.68390477699176,80:1f:02:a3:7d:62,-88.66666666666667
204,32.170591009136835,34.811248916898435,39.0,14:ae:db:b7:99:2d,-88.0
205,32.17027834,34.81274376,40.0,74:da:38:c6:57:9b,-71.0
206,32.170057133113836,34.81237055794914,35.28990199430505,14:ae:db:48:af:4d,-92.5
207,32.172238019565235,34.81444473498782,10.580361150029846,b4:ee:b4:86:c0:f1,-74.0
208,32.17105773177454,34.81351363857503,34.70142598596413,04:a1:51:e0:5f:ee,-83.0
209,32.16948277129625,34.810759093166375,29.21595771457337,62:ee:0c:39:f9:16,-89.0
210,32.17052489858893,34.811243700290355,28.48330590693121,e4:d3:f1:9a:81:60,-85.0
211,32.17004926,34.81351135,36.0,d0:d4:12:64:05:12,-80.0
212,32.1692751,34.81066887,38.0,d0:d4:12:65:19:a2,-96.0
213,32.17041204428522,34.813564052839126,33.089829973430895,00:78:9e:fa:6f:c3,-82.5
214,32.16872739,34.81060785,38.0,cc:16:7e:97:1d:92,-95.0
215,32.16983611,34.81088834,28.0,a0:8e:78:7f:2a:69,-87.0
216,32.170273120737065,34.812762736226475,34.716696766506864,84:16:f9:e4:e3:ca,-78.5
217,32.17255607851636,34.812383491811524,45.580574226881815,00:78:9e:f9:f5:5b,-81.5
218,32.16969384158719,34.810860989133886,40.951736594141536,74:da:38:54:b8:1c,-80.0
219,32.17242259345708,34.81307344356245,43.80911080489584,06:ae:db:ba:1e:85,-78.5
220,32.17024183975294,34.81264169614259,32.2559721002593,e8:94:f6:e2:6e:4b,-72.0
221,32.1699948,34.81094348,29.0,c4:a8:1d:13:2a:95,-87.0
222,32.168827967275575,34.81176748344249,34.831612554636806,40:65:a3:2b:62:22,-85.5
223,32.17196278903994,34.812979242158754,35.67481919507187,80:26:89:0d:4f:84,-89.33333333333333
224,32.169473141765764,34.810768158985404,35.90922172480734,c4:12:f5:f9:5c:7c,-82.5
225,32.168846097297546,34.811787470063976,28.29109853755457,40:65:a3:2b:62:0e,-89.0
226,32.16932023989525,34.810698902873206,33.355857602281176,c0:a0:bb:cb:59:5b,-70.5
227,32.17092410916535,34.81275918581424,29.998889595076953,cc:b2:55:67:2b:85,-90.0
228,32.16939950952027,34.81073876931651,27.312818696124175,ac:f1:df:76:a0:9c,-92.5
229,32.16958729,34.81218021,40.0,08:ea:44:74:4b:d5,-92.0
230,32.17231097,34.81407594,39.0,30:e1:71:fb:1e:f7,-92.0
231,32.17230215,34.81400233,37.0,80:1f:02:d4:9a:92,-92.0
232,32.17106538,34.81150977,30.0,c0:ac:54:f8:0c:ac,-94.0
233,32.17251952583464,34.812448197050095,35.373543021016985,08:97:58:32:d2:98,-82.33333333333333
234,32.16883769901991,34.81174537287164,26.96056003278366,b4:ee:b4:36:dd:b9,-89.0
235,32.17235739968925,34.813668758038034,34.35464765202442,70:5a:0f:b2:64:cd,-94.0
236,32.1696545076484,34.81296058292481,26.93411715190417,00:30:4f:91:36:07,-80.0
237,32.172209259560766,34.814448298318844,15.376435938028058,08:97:58:32:69:c6,-81.0
238,32.16991824,34.81090236,25.0,fa:8f:ca:35:6e:e9,-86.0
239,32.168879834265304,34.81115578050119,27.527623466210855,e4:6f:13:73:0a:c2,-90.33333333333333
240,32.17043936,34.81118089,28.999999999999996,74:da:38:6c:89:7b,-83.0
241,32.169896193112876,34.81231240469205,36.40092326144738,80:1f:02:36:04:d0,-85.0
242,32.172370483891484,34.813458476296,41.71240397675681,60:e3:27:e8:41:e8,-86.33333333333333
243,32.17241303604595,34.81208332874092,35.49585852826895,a0:ab:1b:5d:c2:60,-93.5
244,32.17192567426232,34.81190476642236,31.11749984080548,8c:59:c3:ea:db:4a,-83.0
245,32.17057165,34.81358945,39.0,b0:b2:8f:36:a2:b3,-91.0
246,32.171773657455525,34.81183741979604,41.75368557840066,8c:59:c3:ea:db:4b,-91.0
247,32.16977119,34.81225463,40.0,14:ae:db:b2:5f:05,-87.0
248,32.16881140989113,34.81059888828613,29.193003393285412,aa:6b:ad:04:c6:a8,-92.5
249,32.16875525343879,34.81129910090613,26.895184619901016,c0:ac:54:f6:ae:5e,-77.0
250,32.17043936,34.81118089,29.0,98:e7:f4:0a:dd:86,-89.0
251,32.16871788,34.811185,29.0,00:78:9e:fa:b2:d0,-91.0
252,32.169491346626565,34.81077184677352,30.418708757918328,74:da:38:c3:12:45,-88.0
253,32.16927107246911,34.81201044802282,27.21999505256496,a4:2b:b0:e0:3a:01,-80.0
254,32.171392884464446,34.81247623903278,35.53275606667899,28:80:23:40:5f:af,-91.33333333333333
255,32.17257421641877,34.81234245317759,43.21979901905486,30:e1:71:be:67:57,-90.0
256,32.16956658990615,34.812169542506574,34.85197876529137,b4:ee:b4:a7:81:5c,-93.66666666666667
257,32.172366269329615,34.813604878962664,39.036039450648566,08:3e:5d:5c:72:5e,-88.66666666666667
258,32.170931220039265,34.81349300906386,37.93536536384241,fc:75:16:2e:5a:47,-86.33333333333333
259,32.16954944125796,34.812473721723656,32.31219522830031,20:0c:c8:2b:2a:14,-86.33333333333333
260,32.1695720901851,34.813408321637986,27.261501680838933,ec:8e:b5:05:57:19,-91.0
261,32.17013195,34.81237323,40.0,18:d6:c7:97:bd:2a,-86.0
262,32.17010132675571,34.813514176763185,29.07004588283799,62:19:8f:46:9f:bf,-94.0
263,32.17227144981482,34.81434255772348,32.955152279922345,14:ae:db:58:73:75,-68.66666666666667
264,32.17052489858893,34.811243700290355,28.48330590693121,40:9b:cd:11:2f:88,-92.0
265,32.17094198600168,34.81148871152029,29.247534754719787,84:16:f9:d7:2c:3a,-90.0
266,32.16872739,34.81060785,38.0,a0:4f:d4:42:ba:71,-95.0
267,32.17225212835577,34.814198628481,48.24472126261437,06:ae:db:58:73:75,-65.5
268,32.17063751,34.81125367,31.0,c4:12:f5:82:92:78,-96.0
269,32.169983587299356,34.81095238145859,36.99999999999999,6a:0c:c8:1d:c8:28,-84.0
270,32.17248989874156,34.81265196801648,37.18296530216304,80:1f:02:e8:b9:cc,-81.5
271,32.16994827,34.81233913,41.0,14:ae:db:b0:67:dd,-94.0
